security_id,cusip,sedol,isin,ric,bloomberg,bbg,symbol,root_symbol,bb_yellow,spn
BBG00NHWD6T1,91834N100,BJN1PK7,CA91834N1006,5VS.F,63191586,BBG00NHWD6T1,5VS GR,5VS,5VS GR Equity,78050308
BBG00G6WBCF2,46620W201,BMXF704,US46620W2017,1MJ1.F,52514653,BBG00G6WBCF2,1MJ1 GR,1MJ1,1MJ1 GR Equity,78049937
BBG00KD9X344,H54007101,BD6RP44,CH0386200239,1RU.MU,59357901,BBG00KD9X344,1RU GR,1RU,1RU GR Equity,78062669
BBG014H88452,63947X101,BN4LFW6,US63947X1019,6NCA.F,69921002,BBG014H88452,6NCA GR,6NCA,6NCA GR Equity,78557904
BBG00KKCXMH3,L021A4616,BG02706,LU1681045453,AUEM.S,56037702,BBG00KKCXMH3,AUEM SW,AUEM,AUEM SW Equity,78023129
BBG000L938Q7,V90473121,BMJJJ71,CI0000000659,TTLC.CI,174025,BBG000L938Q7,TTLC BC,TTLC,TTLC BC Equity,78076415
BBG011YVFC16,G4276F124,BMXR6G9,IE00BMQ8YQ50,ESOFT.MI,69657400,BBG011YVFC16,SOFT IM,SOFT,SOFT IM Equity,78269500
BBG00C9TPH87,G8T03D467,BYVB5P9,IE00BWBXMB69,SXLU.MI,45358980,BBG00C9TPH87,SXLU IM,SXLU,SXLU IM Equity,78069574
BBG00WHNKF31,G9721Z138,BYTH4H4,IE00BQZJBX31,WTEE.DE,42885407,BBG00WHNKF31,WTEE GR,WTEE,WTEE GR Equity,78123694
BBG015CVJWJ4,G2526W418,BMC3SH3,IE000YKE1AQ5,USTEC.S,69821322,BBG015CVJWJ4,USTEC SW,USTEC,USTEC SW Equity,78667374
BBG019G2ZR36,,,IT0020047095,,27514138,BBG019G2ZR36,IDEZ2M,,IDEZ2M Comdty,79121594
BBG001F7X5P0,L0020H345,B7FH101,LU0231459958,A0HMM5X.H,10516911,BBG001F7X5P0,AEFE GR,AEFE,AEFE GR Equity,78040626
BBG001F7X5P0,L0020H345,B7FH101,LU0231459958,A0HMM5X.H,10516911,BBG001F7X5P0,AEFE GR,AEFE,AEFE GR Equity,78040626
BBG00R3VXC05,L0188A447,BKM6F55,LU0498184596,A1T8AHX.MU,10519540,BBG00R3VXC05,ABDJ GR,ABDJ,ABDJ GR Equity,78078440
BBG00R3VXC05,L0188A447,BKM6F55,LU0498184596,A1T8AHX.MU,10519540,BBG00R3VXC05,ABDJ GR,ABDJ,ABDJ GR Equity,78078440
BBG003CYWBB3,L0020H444,B7C4PJ2,LU0231483743,A0HMN2X.SG,10516947,BBG003CYWBB3,AEF6 GR,AEF6,AEF6 GR Equity,78079908
BBG003CYWBB3,L0020H444,B7C4PJ2,LU0231483743,A0HMN2X.SG,10516947,BBG003CYWBB3,AEF6 GR,AEF6,AEF6 GR Equity,78079908
BBG0044GY478,L0020Y264,,LU0011963757,973319X.H,138835,BBG0044GY478,AEFL GR,AEFL,AEFL GR Equity,78037895
BBG0044GY478,L0020Y264,,LU0011963757,973319X.H,138835,BBG0044GY478,AEFL GR,AEFL,AEFL GR Equity,78037895
BBG003D43SD1,L0020L213,B8NDS63,LU0476875868,A1CS3XX.BE,138831,BBG003D43SD1,AEF8 GR,AEF8,AEF8 GR Equity,78041134
BBG003D43SD1,L0020L213,B8NDS63,LU0476875868,A1CS3XX.BE,138831,BBG003D43SD1,AEF8 GR,AEF8,AEF8 GR Equity,78041134
BBG003P7QJP3,L0020L528,B92S9Q3,LU0498181733,A1C5UVX.BE,7415966,BBG003P7QJP3,AEFB GR,AEFB,AEFB GR Equity,78042476
BBG003P7QJP3,L0020L528,B92S9Q3,LU0498181733,A1C5UVX.BE,7415966,BBG003P7QJP3,AEFB GR,AEFB,AEFB GR Equity,78042476
BBG00R3VX298,L0020L296,BKM6F22,LU0476876759,A1CS35X.MU,138834,BBG00R3VX298,AEFY GR,AEFY,AEFY GR Equity,78069242
BBG00R3VX298,L0020L296,BKM6F22,LU0476876759,A1CS35X.MU,138834,BBG00R3VX298,AEFY GR,AEFY,AEFY GR Equity,78069242
BBG00K88PM30,L0020Y710,BYWRPV2,LU0231457234,A0HMFLX.BE,138834,BBG00K88PM30,CES7 GR,CES7,CES7 GR Equity,78663058
BBG00K88PM30,L0020Y710,BYWRPV2,LU0231457234,A0HMFLX.BE,138834,BBG00K88PM30,CES7 GR,CES7,CES7 GR Equity,78663058
BBG00469R194,L0020H204,B844Q16,LU0132412106,ABD4.S,7415966,BBG00469R194,ABD4 SW,ABD4,ABD4 SW Equity,78075427
BBG00469R194,L0020H204,B844Q16,LU0132412106,ABD4.S,7415966,BBG00469R194,ABD4 SW,ABD4,ABD4 SW Equity,78075427
BBG003BRJ698,L0020Y249,B8K9V65,LU0107464264,933484X.MU,1410207,BBG003BRJ698,AEFJ GR,AEFJ,AEFJ GR Equity,78065665
BBG003BRJ698,L0020Y249,B8K9V65,LU0107464264,933484X.MU,1410207,BBG003BRJ698,AEFJ GR,AEFJ,AEFJ GR Equity,78065665
BBG016W3SCQ8,,,,,15966030,BBG016W3SCQ8,PLDZ2,,PLDZ2 Comdty,78845671
BBG013X2C7T1,,,,,13416386,BBG013X2C7T1,SVAZ2,,SVAZ2 Comdty,78837709
BBG0000070R1,72200W601,,US72200W6012,,1758745,BBG0000070R1,EP0061291,,EP0061291 Pfd,78083426
BBG000JX7RJ9,43358P102,B523Z39,US43358P1021,HCXLY.PK,156705,BBG000JX7RJ9,HCXLY US,HCXLY,HCXLY US Equity,77996825
BBG004Q355V5,37253G100,BBP7SG4,US37253G1004,GENSY.PK,819042,BBG004Q355V5,GENSY US,GENSY,GENSY US Equity,78007163
BBG00JCPTQ46,163599301,BMY2Z11,CA1635993019,CADMF.PK,53727184,BBG00JCPTQ46,CADMF US,CADMF,CADMF US Equity,78008810
BBG00WRVXP36,482170107,BM9Q983,CA4821701071,JSTp.V,68689625,BBG00WRVXP36,JST/P CN,JST.P,JST/P CN Equity,78126457
BBG00VC9S427,33740F722,BMT81K5,US33740F7226,FJUN.Z,67888140,BBG00VC9S427,FJUN US,FJUN,FJUN US Equity,78108126
BBG000C3T711,400485108,2391779,US4004851089,GPOOY.PK,116659,BBG000C3T711,GPOOY US,GPOOY,GPOOY US Equity,77983730
BBG00TSY6WW9,381430180,BMYHTY7,US3814301806,GSID.Z,67929403,BBG00TSY6WW9,GSID US,GSID,GSID US Equity,78101247
BBG00XLX4612,J1236F118,B1RMM10,JP3046390005,,10503020,BBG00XLX4612,DAWUF US,DAWUF,DAWUF US Equity,78134511
BBG000BXDGD0,H7631K273,BG1D6W3,CH0418792922,SKFOF.PK,117976,BBG000BXDGD0,SKFOF US,SKFOF,SKFOF US Equity,78002314
BBG000BSN1W2,Y20246107,B01DFX5,SG1L01001701,DBSDF.PK,115709,BBG000BSN1W2,DBSDF US,DBSDF,DBSDF US Equity,78010987
BBG000Q748S3,G0236K104,B04T1V0,GB00B02LCQ05,AGYTF.PK,7121092,BBG000Q748S3,AGYTF US,AGYTF,AGYTF US Equity,77992361
BBG00JPZ8T47,85208R101,BF2BQ41,CA85208R1010,CEFu.TO,58462726,BBG00JPZ8T47,CEF/U CN,CEF.U,CEF/U CN Equity,77984269
BBG00T68L758,G4955M739,BMD2ZY5,IE00BYZK4669,IUAGF.PK,50931156,BBG00T68L758,IUAGF US,IUAGF,IUAGF US Equity,78092107
BBG019GWJL77,74985A598,BQPCDD6,US74985A5983,RRYES.PK,70387036,BBG019GWJL77,RRYES US,RRYES,RRYES US Equity,79123918
BBG000W5N809,431288109,B4T0600,US4312881091,HKMPY.PK,10083580,BBG000W5N809,HKMPY US,HKMPY,HKMPY US Equity,78009254
BBG000DYTWF2,61978M101,B0ZN8W1,US61978M1018,MPRG.PK,102290,BBG000DYTWF2,MPRG US,MPRG,MPRG US Equity,77995167
BBG000F0QYJ9,75525E107,B659J95,US75525E1073,RCMH.PK,15110301,BBG000F0QYJ9,RCMH US,RCMH,RCMH US Equity,78011370
BBG000KFL7T3,902658103,B069G57,US9026581036,UDSG.PK,171074,BBG000KFL7T3,UDSG US,UDSG,UDSG US Equity,77992017
BBG002NCLV83,72341V108,B9N19D8,US72341V1089,PGFY.PK,29196992,BBG002NCLV83,PGFY US,PGFY,PGFY US Equity,78000531
BBG00LD5F8C0,D3R2MA100,BDVLQZ9,DE000A161408,HLFFF.PK,33578924,BBG00LD5F8C0,HLFFF US,HLFFF,HLFFF US Equity,77995409
BBG00MP3WJV6,G49507257,BGSXSN1,IE00B00FV128,SIRLF.PK,8760239,BBG00MP3WJV6,SIRLF US,SIRLF,SIRLF US Equity,78011845
BBG000Q81742,46429R106,B3M2HN6,CA46429R1064,XID.TO,17875352,BBG000Q81742,XID CN,XID,XID CN Equity,78009160
BBG000PXT604,33765M107,B3DZ1S7,US33765M1071,FGROY.PK,170464,BBG000PXT604,FGROY US,FGROY,FGROY US Equity,78012883
BBG0139T8JK7,83407B100,BL0P517,US83407B1008,SFTCY.PK,21184397,BBG0139T8JK7,SFTCY US,SFTCY,SFTCY US Equity,78430343
BBG013TT5831,31580V104,BKPGF07,CA31580V1040,FBTC.TO,69836425,BBG013TT5831,FBTC CN,FBTC,FBTC CN Equity,78522049
BBG000C27SP5,G1191G138,BL67MK5,GB00BLJNXL82,BKGFF.PK,111190,BBG000C27SP5,BKGFF US,BKGFF,BKGFF US Equity,77987493
BBG019HFNKL4,,,,,,BBG019HFNKL4,MWAU2U3,,MWAU2U3 Index,79126591
BBG000FZXVD6,66979N107,B7VXKL7,US66979N1072,NHLI.PK,171592,BBG000FZXVD6,NHLI US,NHLI,NHLI US Equity,78011361
BBG000R8FY47,P4959P100,B19GS12,MX01GA000004,GPAEF.PK,7404788,BBG000R8FY47,GPAEF US,GPAEF,GPAEF US Equity,78012882
BBG000BDFHY7,00784D103,BJNPCC0,US00784D1037,ADYX.PK,348069,BBG000BDFHY7,ADYX US,ADYX,ADYX US Equity,78004268
BBG000BYFVC4,P53748110,BMDTQL0,BRBLUTACNPR5,BLUT4.SA,158831,BBG000BYFVC4,BLUT4 BZ,BLUT4,BLUT4 BZ Equity,78013332
BBG0032FLPT7,931142103,B88KGK9,US9311421039,WMT.SN,101616,BBG0032FLPT7,WMT CI,WMT,WMT CI Equity,78017101
BBG00NBM7T07,G8T03D418,BFYX764,IE00BWBXM500,SXLFN.MX,45359292,BBG00NBM7T07,SXLFN MM,SXLFN,SXLFN MM Equity,78015093
BBG00V6QFJ27,G9723KAA3,BM9DRX5,JE00B588CD74,SGBSN.MX,17597701,BBG00V6QFJ27,SGBSN MM,SGBSN,SGBSN MM Equity,78106540
BBG00V31MP50,G6962B101,BMWF0B7,GB00B02QND93,PAYN.BIV,8716566,BBG00V31MP50,PAYN MM,PAYN,PAYN MM Equity,78104365
BBG0123NSMD7,,BLPK8Y1,BRV2EEBDR000,V2EE34.SA,23600574,BBG0123NSMD7,V2EE34 BZ,V2EE34,V2EE34 BZ Equity,78282566
BBG00R89PXJ2,J35759125,BKRH8C1,JP3304200003,6301N.MX,114009,BBG00R89PXJ2,6301N MM,6301N,6301N MM Equity,78013442
BBG000F73VM1,X3947B109,5723432,PLINTGR00013,LES.WA,388173,BBG000F73VM1,LES PW,LES,LES PW Equity,78049096
BBG018ZVQHB6,,,,,116646,BBG018ZVQHB6,MS US 09/09/22 P85,MS,MS US 09/09/22 P85 Equity,79126190
BBG0191MW450,,,,SPYU062238800.U,7276839,BBG0191MW450,SPY US 09/06/22 P388,SPY,SPY US 09/06/22 P388 Equity,79125964
BBG00VYHSBV7,,,,,47166876,BBG00VYHSBV7,DGWZ22,,DGWZ22 Comdty,79126612
BBG018ZN5ML5,,,,,100515,BBG018ZN5ML5,EMR US 09/09/22 P81,EMR,EMR US 09/09/22 P81 Equity,79126191
BBG000VR8774,,,,BAJEV0:NS,,BBG000VR8774,BHE=V0,BHE=,BHE=V0 IS Equity,
BBG0015HY7Z3,,,,REDYX0:NS,,BBG0015HY7Z3,DRRD=X0,DRRD=,,
BBG0015HY8Y2,,,,GAILX0:NS,,BBG0015HY8Y2,GAIL=X0,GAIL=,,
BBG00188KL02,,,,IGASZ0:NS,,BBG00188KL02,IGL=Z0,IGL=,,
BBG0016YXQW7,,,,DIVIZ0:NS,,BBG0016YXQW7,DIVI=Z0,DIVI=,,
BBG001894YY3,,,,TTCHF1:NS,,BBG001894YY3,TTCH=F1,TTCH=,,
